招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
佛山市顺德区人民法院,政府/政务,佛山市顺德区人民法院审判庭语音识别系统设备采购,GDYD260611,2026-08-11 09:30:00,采购标的：审判庭语音识别系统设备；主要用途：用于法院审判庭实现语音识别功能,https://www.ggzy.gov.cn/information/deal/html/b/440000/0201/20260728/0044dc8a2f03aae0487eb52b982af7a0fd6b.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 100分（依据：纳税、会计、审计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
云梦县教育局电教仪器管理站采购单位,教育,曙光小学AI科学实验设备项目 品目,420923202606000431,2026-08-11 09:30:00,采购标的：AI科学实验设备；主要用途：用于曙光小学科学实验教学,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260728_27020339.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
山东第一医科大学第一附属医院（山东省千佛山医院,医疗卫生,山东第一医科大学第一附属医院（山东省千佛山医院）人工智能、辅助病历生成、临床研究病房智能管理平台建设(二次,SDGP370000000202602005987-1,2026-08-11 09:00:00,采购标的：人工智能、辅助病历生成、临床研究病房智能管理平台建设；主要用途：用于医院病历生成和临床研究病房的智能管理；核心需求：提供行业应用软件开发服务，完成平台建设、合同签订后并提交开工申请后5个月内完成交付使用；模块/标包：人工智能、辅助病历生成、临床研究病房智能管理平台,https://www.ggzy.gov.cn/information/deal/html/b/370000/0201/20260727/0037f02f74fe885548ecb8c318dd98c9e733.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
通山县实验小学采购单位,教育,通山县实验小学人工智能与创客设备采购 品目,421224202606000385,2026-08-11 09:00:00,采购标的：创意智造类工具设备、人工智能套件及课程、校园智慧农场设备套装、科技类展示产品套装；主要用途：用于通山县实验小学的人工智能与创客教育；模块/标包：创意智造类工具设备、人工智能套件及课程、校园智慧农场设备套装、科技类展示产品套装,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260724_27001471.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
重庆市潼南区教育委员会,政府/政务,义务教育薄弱环节改善与能力提升项目AI分析教室建设及配套服务项目,TNQ26A00517,2026-08-10 14:30:00,采购标的：AI分析教室建设及配套服务；主要用途：改善义务教育薄弱环节和提升教育能力,https://www.ggzy.gov.cn/information/deal/html/b/500000/0201/20260727/005010e7f07a6cad472c9da52019208b3f2d.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
南京财经高等职业技术学校,教育,南京财经高等职业技术学校智能体综合查询分析与自动化办公集成系统,JSZC-320100-JZCG-C2026-0253,2026-08-07 14:00:00,采购标的：软件基础平台、软件定制开发、硬件算力服务器；主要用途：为全校师生提供 '一个入口、一问即答、一键即办'的智能化服务；核心需求：实现一个入口、一问即答、一键即办的智能化服务；模块/标包：软件基础平台、软件定制开发、硬件算力服务器,https://www.ggzy.gov.cn/information/deal/html/b/320000/0201/20260727/0032f00bdab22a9e442b8081f93943239378.html,高,VZOOM企业级AI智能体,匹配结论：采购项目为智能体综合查询分析与自动化办公集成系统，核心需求“一入口、一问即答、一键即办”与企业级AI智能体能力高度匹配，评分95；财税大模型和AI中台因缺乏对应需求证据未匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税场景相关需求，如发票识别、税务辅助决策等。；VZOOM AI中台：采购原文未提供需要统一AI平台、模型服务或算力调度等证据。（依据：软件基础平台、软件定制开发、硬件算力服务器）,前往官网确认
万源市疾病预防控制中心,其他,便携式DR（含AI辅助）设备采购项目,N5117812026000141,2026-08-07 10:30:00,采购标的：便携式DR（含AI辅助）设备；主要用途：用于疾病预防控制中心的医用X线诊断，AI辅助功能旨在提升诊断效率与准确性,https://www.ggzy.gov.cn/information/deal/html/b/510000/0201/20260727/00516ffbad981abc4d238a72e36b74719148.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
延安职业技术学院,教育,数字综合服务基础平台（ AI融合门户）项目,JRZC-2026017,2026-08-07 10:00:00,采购标的：数字综合服务基础平台（AI融合门户）；主要用途：为延安职业技术学院提供综合服务数字化平台，实现AI融合门户功能,https://www.ggzy.gov.cn/information/deal/html/b/610000/0201/20260727/0061d7f8d582e0d747b7bf5b86ae729c8d8b.html,低,无明确匹配产品,匹配结论：与VZOOM财税大模型存在潜在关联（40分，依据：审计），但未达到明确产品匹配阈值。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数40，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
湛江财贸中等专业学校,教育,湛江财贸中等专业学校人工智能产教融合实训基地（一期）建设项目,GDGF2026-079,2026-08-07 09:30:00,采购标的：人工智能产教融合实训基地（一期）建设；主要用途：用于人工智能相关专业实训教学,https://www.ggzy.gov.cn/information/deal/html/b/440000/0201/20260727/0044d1df0a59cd904259ae3ded3a050e8368.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
湖北开放大学,教育,湖北开放大学人工智能与智能传感器一体化创新实训室项目,HBCZ-2604050172-262550,2026-08-07 09:30:00,采购标的：人工智能与智能传感器一体化创新实训平台；主要用途：用于创新实训室建设，满足人工智能与智能传感器教学实训需求,https://www.ggzy.gov.cn/information/deal/html/b/420000/0201/20260724/00424a94b3588ad145089c9a66dc939277f0.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中共山东省委网络安全和信息化委员会办公室采购单位,政府/政务,“中国式商量·AI共绘新蓝景”网络主题宣传活动 品目,SDGP370000000202602006793,2026-08-07,采购标的：网络主题宣传活动；主要用途：组织开展“中国式商量·AI共绘新蓝景”主题宣传,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260724_27007056.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
合肥瑶海科技创新投资集团有限公司,互联网/科技,长三角G60科创走廊产业合作示范园区（瑶海科创人工智能制造基地）项目监理服务,2026AYYBQ50032,2026-08-06,采购标的：监理服务；主要用途：对长三角G60科创走廊产业合作示范园区（瑶海科创人工智能制造基地）项目提供监理服务，确保项目建设质量和进度符合要求,https://www.ggzy.gov.cn/information/deal/html/b/340000/9001/20260723/00342ff0f2802dc6467cb00f83afc40d5b66.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
新疆农业职业技术大学,教育,新疆农业职业技术大学现代畜牧专业群职业本科专业智慧AI课程建设 品目,2026-0721-115711,2026-08-05 11:00:00,采购标的：智慧AI课程建设；主要用途：用于现代畜牧专业群职业本科专业教学,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260723_26996687.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
延安职业技术学院,教育,智慧大脑上报及 AI数据治理服务项目,SXKL2026-CGXM-02,2026-08-05 10:00:00,采购标的：智慧大脑上报及AI数据治理服务；主要用途：用于延安职业技术学院的智慧大脑数据上报和AI数据治理,https://www.ggzy.gov.cn/information/deal/html/b/610000/0201/20260723/006136a49d4b0d5443cb81dab46bcf1741d8.html,低,无明确匹配产品,匹配结论：采购需求为智慧大脑数据上报及AI数据治理服务，属于数据治理方向，但未明确智能体、财税或AI中台的具体能力要求。VZOOM AI中台虽有数据治理功能，但缺乏模型开发、算力调度等核心证据，匹配度较低；其余产品无对应需求。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent、Skill、智能问答、知识库或流程自动化等智能体核心能力证据。（依据：采购文本仅提及“AI数据治理”，未出现任何与智能体等价的功能描述。）；VZOOM财税大模型：采购需求未体现财税场景，无发票、核算、税务等任何财税相关证据。（依据：采购文本无财税相关内容。）；VZOOM AI中台：采购需求未体现模型开发部署、推理平台、异构算力调度等AI中台核心能力证据。（依据：采购文本仅提及“AI数据治理”，缺乏对统一平台或服务底座的具体要求。）,前往官网确认
浙江金穗工程项目管理有限公司,其他,松阳县人工智能发展中心2026年一体化智能化公共数据体系技术支撑服务项目 品目,前往官网确认,2026-08-05 09:30:00,采购标的：一体化智能化公共数据体系技术支撑服务；主要用途：为松阳县人工智能发展中心提供公共数据体系技术支撑,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260725_27007584.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
深圳市人民医院,医疗卫生,深圳市人民医院AI辅助诊断系统采购,SZCG2026000831,2026-08-05 08:30:00,采购标的：AI辅助诊断系统；主要用途：辅助诊断,https://www.ggzy.gov.cn/information/deal/html/b/440000/0201/20260724/0044196bc16762cc48c6bf6526637952b1fe.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
聊城职业技术学院,教育,聊城职业技术学院网络安全技术高水平专业群AI信息安全实训室建设项目 品目,SDGP371500000202602000371,2026-08-05,采购标的：AI信息安全实训室建设（含设备、软件及服务）；主要用途：用于聊城职业技术学院网络安全技术高水平专业群的教学实训；核心需求：供应商须具有有效的营业执照并在人员、设备、资金等方面具有相应的供货、安装及售后服务能力、合同履行期限：接采购人通知后45日历天内进行安装调试完毕,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260729_27028194.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江省住房和城乡建设厅（本级）采购单位,其他,“人工智能+未来人居”建设对策研究项目 品目,前往官网确认,2026-08-04 14:30:00,采购标的：对策研究服务；主要用途：为人工智能在住房和城乡建设领域的应用提供对策建议,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260725_27007929.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
深圳信息职业技术大学,教育,创新型AI数智人才培养基地-实训室基础设施与环境提升项目二期（装修,SZDL2026001271,2026-08-04 14:00:00,采购标的：实训室装修工程；主要用途：用于升级实训室基础设施与环境,https://www.ggzy.gov.cn/information/deal/html/b/440000/0201/20260724/0044098776f0cbe74f40a82db2db1cf6d1ed.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
黑龙江农业经济职业学院,教育,采购人工智能视觉语音实训设备（现代职教生均奖补央财） 品目,230001]JYGS[CS]20260007,2026-08-04 14:00:00,采购标的：人工智能视觉语音实训设备，包括人工智能前端设备应用实训平台和机器人视觉检测实训平台；主要用途：用于现代职业教育教学实训；模块/标包：人工智能前端设备应用实训平台、机器人视觉检测实训平台,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260723_26990016.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中国信息通信研究院采购单位,互联网/科技,中国—东盟人工智能产业创新中心（广西）人工智能展厅建设项目展厅装修工程 品目 工程/装修工程,BMCC-GC26-0099,2026-08-04 13:30:00,采购标的：展厅装修工程；主要用途：用于建设人工智能展厅；核心需求：完成装饰工程、电气工程等工程量清单及图纸所示范围内的全部工作内容、工期43日历天,http://www.ccgp.gov.cn/cggg/zygg/jzxcs/202607/t20260724_27004528.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数35，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
察哈尔右翼前旗职业中学采购单位,教育,AI赋能智慧校园教学建设 品目,WSZCQQ-C-F-260011,2026-08-04 09:30:00,采购标的：AI赋能智慧校园教学建设（基础软件开发服务）；主要用途：用于AI赋能智慧校园教学，提升教学智能化水平,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260724_27005293.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
闽北职业技术学院,教育,AI技术应用与创新中心,350701]ZZD[XJ]2026001,2026-08-04 09:30:00,前往官网确认,https://www.ggzy.gov.cn/information/deal/html/b/350000/0201/20260724/0035178b7314a00b41b0bb3a5f8da3782175.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
大连锅炉压力容器检验检测研究院有限公司,其他,大连锅炉压力容器检验检测研究院有限公司《基于人工智能的电站锅炉复膜金相检验方法研究与应用》科研技术合作,DBPVI-CGGL-FWLCGSQ-2026-000145,2026-08-04 09:30:00,采购标的：基于人工智能的电站锅炉复膜金相检验方法研究与应用科研技术合作；主要用途：完成电站锅炉复膜金相检验方法的智能化研究与应用,https://www.ggzy.gov.cn/information/deal/html/b/210000/0201/20260724/00213245c735546541a7bcad3a97eaa3afdc.html,中,VZOOM财税大模型,匹配结论：VZOOM财税大模型 75分（依据：审计、发票）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
兰州新区数智云创科技有限公司,互联网/科技,兰州新区人工智能产业赋能中心基地项目工程总承包（EPC,前往官网确认,2026-08-04 09:00:00,采购标的：兰州新区人工智能产业赋能中心基地项目的工程总承包（EPC）；主要用途：建设用于人工智能教育培训的实训基地，提供教学、实训、研学等配套空间；核心需求：施工图设计及后续报批等相关服务、工程施工图纸设计范围内的所有工程内容、所有材料、设备的采购、保管及安装、工程质量保修期限内的所有质量保修内容、质保期内的消防维保、电梯维保、绿化养护等工作,https://www.ggzy.gov.cn/information/deal/html/b/620000/0101/20260724/0062db069c367cf54c0eae011c055a4c54ff.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
深圳市第二高级中学,教育,深圳市第二高级中学人工智能教学仪器采购,SZCG2026000749,2026-08-04 08:30:00,采购标的：人工智能教学仪器及相关设备、软件、材料；主要用途：用于深圳市第二高级中学的人工智能教学；核心需求：提供人工智能教学仪器--软件、提供智慧教室设备及耗材、提供人工智能教学仪器--材料、提供人工智能教学仪器--设备、详见招标文件中的技术需求；模块/标包：人工智能教学仪器--软件、智慧教室设备及耗材、人工智能教学仪器--材料、人工智能教学仪器--设备,https://www.ggzy.gov.cn/information/deal/html/b/440000/0201/20260724/004428c340c9a3ca4da6bac61fd4537e67e0.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
陕西能源职业技术学院,教育,AI智能“陪训”虚实结合综合实训一体机 品目,KRDL】K1-2606134,2026-08-04,采购标的：AI智能“陪训”虚实结合综合实训一体机；主要用途：用于学院教学实训中的AI智能陪训；核心需求：合同签订之日起10日历日内安装调试完毕；模块/标包：采购包1：AI智能“陪训”虚实结合综合实训一体机,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260728_27025295.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江国际招投标有限公司,其他,浙江省智能体发展思路与重点任务研究（重新采购） 品目,前往官网确认,2026-08-03 15:00:00,采购标的：智能体发展思路与重点任务研究服务；主要用途：为浙江省发展和改革委员会制定智能体领域的发展思路与重点任务提供研究支撑；核心需求：完成浙江省智能体发展思路与重点任务研究报告,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260725_27007356.htm,前往官网确认,无明确匹配产品,匹配结论：本次采购为“智能体发展思路与重点任务研究服务”，属于咨询研究类项目，核心交付是研究报告，无任何产品采购需求，VZOOM三款产品均无法匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现对Agent、Skill、智能助手等产品能力的采购。；VZOOM财税大模型：采购需求未体现财税知识库、发票识别等财税相关功能。；VZOOM AI中台：采购需求未体现AI平台建设、算力调度、模型部署等中台能力。,业务匹配度不是允许值
山东外贸职业学院,教育,山东外贸职业学院AI跨领域实训效能评价系统采购项目（11008,SDGP370000000202602006467,2026-08-03 14:00:00,采购标的：AI跨领域实训效能评价系统；主要用途：用于山东外贸职业学院的跨领域实训效能评价；模块/标包：AI跨领域实训效能评价系统,https://www.ggzy.gov.cn/information/deal/html/b/370000/0201/20260723/00372c7fe19c077443a690ac2d185bbab967.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江国际招投标有限公司,其他,产业专利导航问答智能体项目 品目,前往官网确认,2026-08-03 14:00:00,采购标的：产业专利导航问答智能体；主要用途：用于产业专利导航的问答交互,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202607/t20260723_26996411.htm,高,VZOOM企业级AI智能体,匹配结论：采购项目为产业专利导航问答智能体，明确要求智能问答与智能体能力，VZOOM企业级AI智能体可承接；其他产品缺乏对应需求证据，不予匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税相关业务（如税务、会计、核算、发票等）；VZOOM AI中台：采购原文未提供需要AI中台能力（如模型服务、异构算力调度、多智能体协同调度）的证据,VZOOM企业级AI智能体缺少可在采购原文中核验的匹配证据
黑龙江大学,教育,FS26007满文识别系统模型训练语料数据 品目,230001]zzgj[XJ]20260003,2026-08-03 14:00:00,"采购标的：满文识别系统的模型训练语料数据，包括满文字符切分样本（音节或单词）和识别训练样本数据（满文全文）；主要用途：用于训练满文识别系统，提升系统对满文的识别能力；核心需求：提供1,000,000字符的满文字符切分样本（音节或单词）、提供10,000幅满文全文识别训练样本数据；模块/标包：满文字符切分样本（音节或单词）、识别训练样本数据（满文全文",http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202607/t20260724_27001833.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
江西国政招标咨询有限公司关于江西省江西应用工程职业学院,教育,江西应用工程职业学院人工智能实训室采购项目,JXGZ2026-06-1005-1,2026-08-03 10:00:00,采购标的：人工智能实训室软硬件设备；主要用途：用于江西应用工程职业学院的人工智能教学实训；模块/标包：人工智能实训室设备、人工智能实训室项目软件,https://www.ggzy.gov.cn/information/deal/html/b/360000/0201/20260726/0036895780c715c64b5fa00cd3864d3409dd.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
江西工业工程职业技术学院,教育,江西工业工程职业技术学院校园监控AI智能升级项目,JXTC2026200217,2026-08-03 09:30:00,采购标的：其他信息化设备（校园监控AI智能升级相关）；主要用途：用于校园监控系统的AI智能化升级；核心需求：合同签订后30天内完成交货并调试完成,https://www.ggzy.gov.cn/information/deal/html/b/360000/0201/20260726/00366a80d6d812b84ff58a476101f940efeb.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
